104,Central 2,221107,,221107,ALM AUTOSERVE SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1788,118.25,142.17,85.03,158.22,152.16,200.00,53.43,83.34,35.62,118.97,B,B,15,3
98,Central 2,221085,,221085,KD DYNAMIC AUTO SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,957,95.03,121.53,139.66,133.03,130.34,185.71,51.24,69.98,38.33,108.31,B,B,24,4
93,Central 2,221095,,221095,ALESMO AUTO TECHNICA SDN. BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,856,105.03,104.94,136.53,128.19,126.26,187.50,53.68,66.99,38.81,105.80,B,B,29,5
94,Central 2,221041,,221041,CEKAP PLATINUM SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,868,103.21,124.69,41.42,126.51,111.34,200.00,60.89,69.91,33.93,103.84,B,B,35,6
100,Central 2,221050,,221050,REIGN CAR CARE SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1159,100.26,113.96,104.23,135.07,114.36,193.65,43.96,67.85,34.38,102.23,B,B,40,7
95,Central 2,221030,,221030,CHAN AUTO SERVICE CENTRE SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1096,103.89,113.97,95.18,87.45,111.23,200.00,50.69,63.93,35.78,99.71,B,B,48,8
96,Central 2,221087,,221087,EDISI BISTARI SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,777,104.86,99.31,78.51,100.38,97.16,200.00,55.21,60.49,35.53,96.02,B,B,57,9
101,Central 2,221024,,221024,RODA KAYANGAN SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1317,100.84,103.61,135.05,98.82,102.98,196.15,32.51,61.18,34.30,95.48,B,B,59,10
19,Central 2,622209,,622209,SABAK BERNAM ,Brh,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,709,100.85,101.80,105.55,135.83,140.95,78.57,45.15,67.49,25.57,93.06,B,B,63,11
99,Central 2,221044,,221044,KEMUNING EXPRESS SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1193,98.68,92.86,122.29,106.25,145.75,73.91,38.18,62.73,24.86,87.59,B,B,74,12
103,Central 2,221046,,221046,UTAMA MOTOR SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,2059,100.19,105.14,0.00,90.69,101.25,200.00,34.93,60.54,24.38,84.93,B,B,75,13
16,East Coast (Zone 1),523502,PSSB KOTA BHARU 2,623502,KOTA BHARU 2,Brh,1+2S,144,119.01,151.51,119.92,,61.64,87.26,104.17,1344,115.66,113.06,74.62,137.57,148.40,193.41,184.78,74.70,51.40,126.09,A,A,2,1
1,East Coast (Zone 1),523401,PSSB KUALA TERENGGANU,623401,KUALA TERENGGANU,Brh,3S,231,114.93,142.21,151.76,,97.52,129.17,100.00,2250,107.35,104.09,37.21,206.66,153.63,195.49,111.83,79.09,44.51,123.59,A,A,4,2
15,East Coast (Zone 1),523501,PSSB KOTA BHARU,623501,KOTA BHARU,Brh,1+2S,280,114.75,134.87,130.02,,89.81,142.08,102.04,2796,105.07,101.49,52.06,120.51,104.69,198.83,102.17,74.05,41.61,115.66,A,A,15,3
7,East Coast (Zone 1),135015,YAMUD AUTOMOBILE SDN BHD,235052,YAMUD (M) SDN BHD,Dlr,3S,130,104.00,119.03,157.27,,31.71,27.78,50.00,1455,116.03,126.95,20.31,173.71,133.02,200.00,180.29,61.42,52.92,114.34,A,A,18,4
4,East Coast (Zone 1),134059,POPULAR PRESTIGE SDN BHD,234067,POPULAR PRESTIGE SDN BHD,Dlr,3S,153,104.08,171.44,127.24,,75.51,110.83,42.86,1381,105.10,104.44,80.13,104.81,101.20,192.08,114.12,68.90,43.86,112.75,A,A,25,5
5,East Coast (Zone 1),134062,PSM MOTORS (M) SDN BHD,234066,PSM MOTORS (M) SDN BHD,Dlr,3S,114,103.64,119.24,132.57,,70.97,50.00,0.00,1126,125.81,136.60,82.06,115.35,137.27,84.62,185.65,61.97,47.73,109.70,A,A,35,6
