14,Central 2,121163,KOBUDI SDN BHD,222222,,Dlr,1S,183,101.11,108.49,58.87,,63.64,47.03,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.04,17.66,65.70,58,14,D,D
15,Central 2,122066,UB AUTOMOBILE SDN BHD,222222,,Dlr,1S,93,86.92,96.79,65.60,,48.00,51.25,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.22,19.68,61.90,62,15,D,D
16,Central 2,122130,VISTA SURGE SDN BHD,222222,,Dlr,1S,92,102.22,116.29,56.17,,28.13,21.67,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.98,16.85,59.83,63,16,D,D
17,Central 2,121141,EDENIA SDN BHD,222222,,Dlr,1S,110,100.00,114.34,49.87,,14.71,20.91,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.75,14.96,55.71,64,17,D,D
1,Central 2,622108,,622108,KLANG2,Brh,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1654,101.79,106.76,27.91,100.78,138.30,200.00,107.80,65.46,44.11,109.57,5,1,A,A
2,Central 2,221107,,221107,ALM AUTOSERVE SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1702,110.31,131.20,26.77,154.15,164.53,198.28,53.55,80.02,30.86,110.88,10,2,B,B
3,Central 2,221041,,221041,CEKAP PLATINUM SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,907,105.71,132.38,13.38,119.13,149.96,200.00,57.87,75.02,30.96,105.98,13,3,B,B
4,Central 2,221051,,221051,SENTELL JAYA SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1382,105.26,128.20,63.49,92.85,133.21,200.00,33.91,70.06,29.22,99.28,25,4,B,B
5,Central 2,622209,,622209,SABAK BERNAM ,Brh,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,788,109.90,103.34,32.30,127.08,140.63,184.13,49.06,68.68,29.09,97.77,29,5,B,B
6,Central 2,221030,,221030,CHAN AUTO SERVICE CENTRE SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1153,107.16,112.41,31.11,89.80,115.02,200.00,48.47,64.70,30.12,94.82,40,6,B,B
7,Central 2,221050,,221050,REIGN CAR CARE SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1181,100.17,110.28,36.41,106.02,95.87,200.00,53.90,62.67,31.85,94.52,41,7,B,B
8,Central 2,221095,,221095,ALESMO AUTO TECHNICA SDN. BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,840,100.96,104.48,40.73,109.36,105.63,197.02,50.67,62.60,31.18,93.78,46,8,B,B
9,Central 2,221024,,221024,RODA KAYANGAN SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1375,103.15,99.61,42.66,85.54,112.09,200.00,46.53,60.26,30.58,90.84,56,9,B,B
10,Central 2,221085,,221085,KD DYNAMIC AUTO SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1033,100.29,116.00,41.41,93.77,148.06,62.50,49.40,67.66,20.17,87.83,63,10,B,B
11,Central 2,221087,,221087,EDISI BISTARI SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,686,90.74,97.28,23.11,98.55,75.29,200.00,43.28,55.33,28.24,83.56,69,11,B,B
12,Central 2,221046,,221046,UTAMA MOTOR SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1961,93.34,98.53,0.00,73.91,102.95,200.00,42.43,56.37,26.18,82.55,72,12,B,B
13,Central 2,221044,,221044,KEMUNING EXPRESS SDN BHD,Dlr,2S,0,0.00,0.00,0.00,,0.00,0.00,0.00,1106,89.70,89.91,43.25,103.70,122.05,85.96,50.70,58.04,22.50,80.55,74,13,B,B
1,East Coast (Zone 1),523401,PSSB KUALA TERENGGANU,623401,KUALA TERENGGANU,Brh,3S,221,122.78,163.66,151.62,,88.03,132.92,102.63,2087,103.93,93.85,13.27,108.49,107.02,195.43,107.33,76.52,42.68,119.20,6,1,A,A
2,East Coast (Zone 1),134062,PSM MOTORS (M) SDN BHD,234066,PSM MOTORS (M) SDN BHD,Dlr,3S,122,107.02,162.72,125.39,,41.94,28.75,0.00,1148,133.80,141.18,29.55,134.75,182.04,195.35,123.03,66.65,42.24,108.89,21,2,A,A
3,East Coast (Zone 1),135015,YAMUD AUTOMOBILE SDN BHD,235052,YAMUD (M) SDN BHD,Dlr,3S,133,104.72,98.52,141.40,,66.67,36.67,116.67,1404,111.96,122.32,15.84,145.30,111.85,197.80,116.73,64.41,42.84,107.24,25,3,A,A
4,East Coast (Zone 1),134059,POPULAR PRESTIGE SDN BHD,234067,POPULAR PRESTIGE SDN BHD,Dlr,3S,172,104.24,143.47,130.14,,76.60,113.96,37.50,1296,102.94,107.61,19.61,78.38,103.85,191.30,105.89,65.17,39.99,105.15,32,6,A,A
5,East Coast (Zone 1),134063,SEPAKAT USAHA DAYA SDN BHD,234059,SEPAKAT USAHA DAYA SDN BHD,Dlr,3S,184,135.29,161.07,126.40,,0.00,0.00,0.00,1432,110.49,99.95,21.05,79.13,114.29,200.00,118.54,57.19,41.61,98.80,46,8,A,C
6,East Coast (Zone 1),135014,P.K OTOMOBIL (M) SDN BHD,235051,PK OTOMOBIL SDN BHD,Dlr,3S,23,20.72,18.92,120.87,,75.47,143.89,33.33,1530,94.62,102.93,15.08,157.63,107.10,200.00,55.08,45.21,32.84,78.06,119,10,C,C
7,East Coast (Zone 1),135140,ABH SALES SDN BHD,235057,ABH SALES SDN BHD ,Dlr,3S,82,79.61,68.30,101.71,,2.78,7.88,0.00,820,103.28,85.00,22.31,69.06,124.06,200.00,29.83,40.17,27.78,67.95,125,11,D,D
